"EMS_ID","MONITORING_LOCATION","COLLECTION_START","PARAMETER","RESULT_LETTER","RESULT","SAMPLE_CLASS","UPPER_DEPTH","LOWER_DEPTH"
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-08-20 11:50:00,"Chlorophyll A",NA,0.00186,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-09-12 09:50:00,"Nitrogen NO2 + NO3",NA,0.125,"Replicate-First",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-09-12 09:50:00,"Nitrogen Total",NA,0.188,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-06-23 13:45:00,"Nitrogen Total",NA,0.092,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-11-17 00:00:00,"Extinction Depth",NA,9.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-11-17 00:00:00,"Nitrogen Organic-Total","<",0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-11-17 00:00:00,"Bromide Dissolved","<",0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-11-17 00:00:00,"Phosphorus Total","<",0.002,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-09-12 09:25:00,"Nitrogen NO2 + NO3",NA,0.012,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-11-04 11:35:00,"Silica Reactive Diss",NA,5.78,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-12-08 13:00:00,"Carbon Dissolved Organic",NA,2.48,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-12-08 13:00:00,"Sulfate Dissolved",NA,5.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-12-07 13:20:00,"Phosphorus Total",NA,0.0028,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-12-07 13:00:00,"Temperature",NA,5.16,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-08-26 09:40:00,"Nitrogen Total",NA,0.087,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-05-13 11:50:00,"Nitrogen Kjel.Tot(N)",NA,0.11,"Replicate",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-08-26 10:05:00,"Nitrate (NO3) Dissolved",NA,0.116,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2016-04-19 00:00:00,"Alkalinity Total 4.5",NA,39.8,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2016-04-19 00:00:00,"Nitrogen Organic-Total",NA,0.084,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-09-29 10:35:00,"Turbidity",NA,0.34,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-07-27 10:35:00,"Silica Reactive Diss",NA,5.88,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-07-27 10:35:00,"Extinction Depth",NA,10,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2016-11-01 11:15:00,"Phosphorus Total Dissolved","<",0.002,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2016-11-01 11:15:00,"Antimony Total","<",2e-05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2016-11-01 11:15:00,"Hardness Total (Total)",NA,40.4911,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2016-11-01 11:15:00,"Iron Total",NA,0.01,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-07-27 10:35:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1974-04-08 14:15:00,"Lead Total","<",0.001,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1974-04-08 14:15:00,"Mercury Total","<",5e-05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1972-05-03 12:00:00,"Cadmium Dissolved",NA,1e-04,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1972-12-21 12:15:00,"Hardness (Dissolved)",NA,36.7,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-06-17 16:30:00,"Lead Dissolved",NA,0.004,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-06-17 16:30:00,"Fluoride Dissolved","<",0.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:05:00,"Oil & Grease",NA,0.34,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:20:00,"Silica Reactive",NA,5.4,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:20:00,"Copper Dissolved",NA,0.04,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:35:00,"Residue: Filterable 1.0u (TDS)",NA,47,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-12-13 12:30:00,"Magnesium Total",NA,1.6,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-08-10 10:30:00,"Temperature",NA,20,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-08-10 10:35:00,"Chlorophyll A",NA,8e-04,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-08-10 10:40:00,"Nitrogen Organic-Total",NA,0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-04-12 11:45:00,"Specific Conductance",NA,85,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-04-12 12:30:00,"Carbon Total Inorganic",NA,8,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-08-23 12:20:00,"Temperature",NA,21.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-08-23 12:20:00,"Temperature",NA,18.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-06-17 16:30:00,"pH",NA,7.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1979-08-21 12:50:00,"Phosphorus Total Dissolved",NA,0.003,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1979-08-21 13:30:00,"Oxygen Dissolved",NA,8.8,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:20:00,"Barometric Press.",NA,97.851,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:20:00,"Potassium Dissolved",NA,0.8,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:20:00,"Chlorophyll A",NA,9e-04,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:30:00,"Oxygen Dissolved",NA,12.4,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:30:00,"Oxygen Dissolved",NA,12.4,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:45:00,"Nitrogen Total",NA,0.19,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:45:00,"pH",NA,7.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:20:00,"Residue: Filterable 1.0u (TDS)",NA,60,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"Temperature",NA,20.3,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1974-04-08 14:15:00,"Phosphorus Total",NA,0.004,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-05-13 11:05:00,"Specific Conductance",NA,120,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-05-13 11:05:00,"Temperature",NA,5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-05-13 11:10:00,"Specific Conductance",NA,87,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-05-13 11:10:00,"Nitrogen Kjel.Tot(N)",NA,0.13,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-05-13 11:20:00,"Calcium Total",NA,12.9,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-05-13 11:25:00,"Coliform - Total","<",2,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-08-06 12:15:00,"Specific Conductance",NA,100,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-08-06 12:25:00,"Magnesium Total",NA,1.8,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1975-08-06 12:50:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-05-11 10:25:00,"Nitrogen Total",NA,0.12,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1995-09-13 13:40:00,"Phosphorus Total Dissolved",NA,0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1990-05-31 00:00:00,"Vanadium Total","<",0.01,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1997-08-06 14:30:00,"Nitrogen NO2 Total","<",0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1997-08-06 14:30:00,"Phosphorus Total Dissolved",NA,0.007,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1998-07-22 13:15:00,"Sulfate Dissolved",NA,5.7,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1998-07-22 13:00:00,"Silica Reactive Diss",NA,4.9,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2000-08-10 13:15:00,"Silver Extractable","<",0.01,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2000-08-10 13:25:00,"Bromide Dissolved","<",0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2000-08-10 13:25:00,"Phosphorus Total Dissolved",NA,0.006,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2000-08-10 13:25:00,"Chloride Dissolved",NA,0.7,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2000-08-10 13:15:00,"Hardness Total (Extractable)",NA,39.2,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2001-07-31 13:10:00,"Nitrogen Total",NA,0.08,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2001-07-31 13:10:00,"Fluoride Dissolved",NA,0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2002-08-21 13:25:00,"Tellurium Total","<",0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2002-08-21 13:25:00,"Titanium Total","<",0.003,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2002-08-21 13:45:00,"Arsenic Total","<",0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2002-11-25 12:35:00,"Phosphorus Total Dissolved",NA,0.007,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2002-11-25 12:35:00,"Phosphorus Total",NA,0.012,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2003-10-21 12:50:00,"Bromide Dissolved","<",0.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2003-10-21 13:10:00,"Specific Conductance",NA,84,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2003-10-21 13:10:00,"Phosphorus Total Dissolved",NA,0.003,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2003-02-11 14:00:00,"Cadmium Total","<",0.002,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2003-02-11 14:00:00,"Lead Total","<",0.03,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2004-05-20 13:15:00,"Specific Conductance",NA,89,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2004-03-22 12:35:00,"Nitrogen Total",NA,0.15,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2004-03-22 12:35:00,"Phosphorus Total Dissolved","<",0.002,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2004-07-22 10:00:00,"Sulfate Dissolved",NA,6,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2004-07-22 10:15:00,"Turbidity",NA,0.29,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2005-02-16 13:35:00,"Nitrogen Total",NA,0.15,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2004-09-29 13:40:00,"pH",NA,7.2,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2005-04-06 12:45:00,"Phosphorus Total",NA,0.004,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2007-06-20 11:30:00,"Nitrogen (Kjeldahl) Total Dissolved",NA,0.11,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2006-05-30 14:05:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2006-09-11 14:20:00,"Nitrogen Total",NA,0.14,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2005-12-06 12:15:00,"Nitrogen Total Dissolved",NA,0.137,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2005-08-24 14:10:00,"pH",NA,6.9,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2006-12-05 11:20:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.09,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2006-10-18 16:40:00,"Nitrogen Organic-Total",NA,0.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-03-18 11:05:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-07-16 12:50:00,"Nitrogen Organic-Total",NA,0.07,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-05-14 10:45:00,"Turbidity",NA,0.3,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2007-10-23 11:15:00,"Nitrogen Kjel.Tot(N)",NA,0.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2007-10-23 11:15:00,"Nitrogen Total",NA,0.11,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-05-14 10:45:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.064,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2007-05-24 09:55:00,"Nitrogen Total",NA,0.15,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2007-05-24 09:55:00,"Nitrogen Total",NA,0.16,"Replicate-Second",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2007-12-11 10:40:00,"Alkalinity Total 4.5",NA,36,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2007-12-11 10:40:00,"Phosphorus Total",NA,0.003,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-12-04 13:00:00,"Temperature",NA,6.7,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-12-04 13:00:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.042,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-10-30 10:10:00,"Turbidity",NA,0.3,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-10-30 09:35:00,"Specific Conductance",NA,80,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-07-12 11:30:00,"Nitrogen NO2 + NO3",NA,0,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-07-12 11:55:00,"Nitrogen NO2 + NO3",NA,0.08,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-08-12 10:00:00,"Phosphorus Total Dissolved",NA,0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2008-09-09 10:35:00,"Specific Conductance",NA,92,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-05-18 11:45:00,"Alkalinity Total 4.5",NA,39,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-05-18 11:45:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.079,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-10-22 15:00:00,"pH",NA,7.51,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-10-22 15:00:00,"Nitrogen Total",NA,0.169,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-05-23 11:30:00,"Chloride Dissolved",NA,0.59,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-12-08 13:30:00,"Nitrogen Organic-Total",NA,0.08,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-12-08 13:30:00,"Bromide Dissolved","<",0.4,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-12-08 13:00:00,"Alkalinity Total 4.5",NA,35.9,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-12-12 11:55:00,"Nitrogen Kjel.Tot(N)",NA,0.068,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2013-03-18 13:00:00,"Phosphorus Ort.Dis-P",NA,0.0013,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-03-21 12:55:00,"Sulfate Dissolved",NA,5.91,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-03-21 12:55:00,"Phosphorus Total",NA,0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2011-12-08 13:30:00,"Nitrogen Ammonia Total",NA,0.032,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-09-17 12:00:00,"Nitrogen Kjel.Tot(N)",NA,0.231,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-09-17 12:25:00,"Nitrogen Organic-Total",NA,0.165,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-04-28 10:00:00,"Calcium Total",NA,12.3,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-03-17 12:35:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-03-17 12:35:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.068,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-11-04 11:15:00,"Specific Conductance",NA,76.6,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-08-20 12:15:00,"Chloride Dissolved",NA,0.92,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-08-20 11:50:00,"Chloride Dissolved",NA,0.85,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-07-07 13:50:00,"Nitrogen Total",NA,0.105,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-06-23 13:45:00,"Phosphorus Ort.Dis-P","<",0.001,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-11-17 00:00:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-11-17 00:00:00,"Chloride Dissolved",NA,0.68,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-09-12 09:25:00,"Nitrogen Kjel.Tot(N)",NA,0.177,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2012-09-12 09:25:00,"Nitrogen Ammonia Total",NA,0.009,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-11-04 11:35:00,"Nitrogen Kjel.Tot(N)",NA,0.158,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-12-08 13:15:00,"Silica Reactive Diss",NA,6.25,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-12-07 13:20:00,"Nitrogen Ammonia Dissolved","<",0.005,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-12-07 13:00:00,"Carbon Total Organic",NA,1.74,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-12-07 13:00:00,"Sulfate Dissolved",NA,5.69,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2014-05-13 11:50:00,"Chlorophyll A","<",5e-04,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-08-26 10:05:00,"Nitrogen (Kjeldahl) Total Dissolved",NA,0.04,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-06-03 15:30:00,"Bromide Dissolved","<",0.05,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-06-03 15:30:00,"Hardness Total (Total)",NA,40.4911,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2015-06-03 15:30:00,"Temperature",NA,14.93,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",2016-11-01 11:15:00,"Nitrogen Organic-Total",NA,0.082,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1974-04-08 14:15:00,"pH",NA,7.7,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1974-04-08 14:15:00,"Turbidity",NA,0.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1972-05-03 12:00:00,"Alkalinity Total 4.5",NA,38,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1972-12-21 12:15:00,"Boron Dissolved","<",0.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1974-04-08 14:00:00,"Molybdenum Total",NA,6e-04,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1974-04-08 14:00:00,"Fluoride Dissolved","<",0.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-06-17 16:35:00,"Residue: Non-filterable (TSS)",NA,1.8,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-06-17 16:35:00,"Calcium Dissolved",NA,13,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:05:00,"Lead Dissolved",NA,0.003,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:05:00,"Nitrogen NO3 Total","<",0.02,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:20:00,"Magnesium Total",NA,1.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-08-11 17:35:00,"Calcium Dissolved",NA,12.6,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-05-11 10:30:00,"Temperature",NA,4.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-08-10 10:30:00,"Oxygen Dissolved",NA,10.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-08-10 10:30:00,"Temperature",NA,13,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1976-08-10 10:35:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.09,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-04-12 11:45:00,"Temperature",NA,5.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-04-12 12:15:00,"Turbidity",NA,1.7,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-04-12 12:30:00,"Sodium Dissolved",NA,1.3,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-08-23 12:20:00,"Specific Conductance",NA,95,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1971-06-17 16:25:00,"Residue: Volatile Non-filterable (TSS; Volatile)",NA,0.1,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1979-04-23 13:00:00,"Extinction Depth",NA,12.3,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1979-04-23 13:20:00,"Nitrate(NO3) + Nitrite(NO2) Dissolved",NA,0.07,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1979-04-23 13:20:00,"Chloride Dissolved","<",0.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1979-08-21 13:30:00,"Specific Conductance",NA,80,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1979-08-21 13:30:00,"Oxygen Dissolved",NA,9,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-08-23 12:20:00,"Specific Conductance",NA,95,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-08-23 12:20:00,"Specific Conductance",NA,100,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-08-23 12:20:00,"Temperature",NA,22,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1977-08-23 12:35:00,"Potassium Dissolved",NA,0.8,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:30:00,"Specific Conductance",NA,105,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-04-18 14:45:00,"Chlorophyll A",NA,0.0011,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:20:00,"pH",NA,7.7,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:20:00,"Silica Reactive Diss",NA,5.5,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"Specific Conductance",NA,100,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"Specific Conductance",NA,100,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"Specific Conductance",NA,115,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"Temperature",NA,10,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"Temperature",NA,7.2,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"Temperature",NA,6,"Regular",NA,NA
"0500123","SHUSWAP LK WEST OF SORRENTO",1978-08-15 15:45:00,"pH",NA,8.3,"Regular",NA,NA
